region,category,parameter,mode,powertrain,year,unit,value
Japan,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.550000011920929
Japan,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.050999999046325684
Japan,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2200
Japan,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,5300
Japan,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,12000
Japan,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,6400
Japan,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.10999999940395355
Japan,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,1.399999976158142
Japan,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,3.9000000953674316
Japan,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.25999999046325684
Japan,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,16000
Japan,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,27000
Japan,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,48000
Japan,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,21000
Japan,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.5
Japan,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,4.599999904632568
Japan,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,7.199999809265137
Japan,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.75
Japan,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,27000
Japan,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,75000
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,960
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,1.100000023841858
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,1.2999999523162842
Korea,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.04500000178813934
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,1100
Korea,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1100
Korea,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,6300
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,5200
Korea,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.27000001072883606
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,6.199999809265137
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,14
Korea,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.8399999737739563
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,13000
Korea,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,19000
Korea,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,31000
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,12000
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,11
Korea,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,1.399999976158142
Korea,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,2.299999952316284
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,10
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,22000
Korea,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,53000
Korea,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,62000
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,8300
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,6.099999904632568
Korea,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,2.700000047683716
Korea,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,3
Korea,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,5.800000190734863
Korea,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,7300
Korea,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,69000
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.0034000000450760126
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,270
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,270
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.0031999999191612005
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.004000000189989805
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.014000000432133675
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,340
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,72
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,70
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,410
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.01600000075995922
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.004699999932199717
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.006200000178068876
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.03799999877810478
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,550
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,140
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,190
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,740
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.05000000074505806
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.008200000040233135
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.010999999940395355
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.06300000101327896
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1000
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,260
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,410
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1400
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.08900000154972076
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.014999999664723873
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.026000000536441803
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.20000000298023224
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2500
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,1000
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2200
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,4700
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.46000000834465027
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.04800000041723251
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.0729999989271164
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,0.5299999713897705
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,7200
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,2500
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,4200
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,11000
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,0.6299999952316284
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.10999999940395355
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.10999999940395355
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,0.15000000596046448
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,12000
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,780
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,3200
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,15000
Malaysia,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,0.6399999856948853
Malaysia,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.14000000059604645
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.0729999989271164
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.013000000268220901
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,320
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,320
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,610
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,290
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.02199999988079071
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.0729999989271164
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.07100000232458115
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.029999999329447746
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,400
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,1000
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,1400
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,420
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.03700000047683716
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.0689999982714653
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.009999999776482582
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.032999999821186066
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,72
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,1500
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1700
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,180
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.03200000151991844
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.024000000208616257
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.20000000298023224
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.0560000017285347
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,1800
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,3500
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,7200
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,3700
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.10000000149011612
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.3799999952316284
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.25
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.11999999731779099
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2500
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,9700
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,13000
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3100
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.14000000059604645
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,0.25
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,0.25999999046325684
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.1599999964237213
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,3600
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,16000
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,21000
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,4100
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.17000000178813934
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,0.30000001192092896
Mexico,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,0.3499999940395355
Mexico,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.1899999976158142
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,4800
Mexico,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,25000
Middle East and Caspian,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,4900
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,4900
Middle East and Caspian,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.6200000047683716
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.02500000037252903
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.04800000041723251
Middle East and Caspian,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.6700000166893005
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,9200
Middle East and Caspian,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,4300
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,9200
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.04899999871850014
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.050999999046325684
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,9200
Middle East and Caspian,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,19
Middle East and Caspian,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.005799999926239252
Middle East and Caspian,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.0026000000070780516
Middle East and Caspian,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,8
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,9200
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.05400000140070915
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.0560000017285347
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,9200
Middle East and Caspian,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,7
Middle East and Caspian,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.0019000000320374966
Middle East and Caspian,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,1
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,9200
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.057999998331069946
Middle East and Caspian,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.00022000000171829015
Middle East and Caspian,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,0.0017000000225380063
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.05999999865889549
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9200
Middle East and Caspian,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,8
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,9200
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.06199999898672104
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.06400000303983688
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,9200
Middle East and Caspian,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,9200
Middle East and Caspian,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.06599999964237213
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,17000
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.9200000166893005
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,1.100000023841858
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,4.199999809265137
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,21000
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,3300
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,2300
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,23000
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,3.4000000953674316
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,1.2999999523162842
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,1.600000023841858
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,3
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,28000
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,2100
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,5800
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,32000
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,7.5
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,1.7000000476837158
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,1.899999976158142
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,6.5
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,36000
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,5200
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,7500
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,42000
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,7.5
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,2.0999999046325684
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,2.5
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,12
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,49000
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,8600
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,13000
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,61000
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,17
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,3
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,3.9000000953674316
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,22
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,23000
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,82000
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,110000
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,31000
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,33
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,5.099999904632568
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,6.400000095367432
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,41
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,34000
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,140000
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,150000
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,19000
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,34
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,7.099999904632568
Netherlands,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,7.5
Netherlands,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,28
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,16000
Netherlands,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,160000
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,140
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2010,Vehicles,14
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2010,percent,0.1599999964237213
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2010,percent,0.09000000357627869
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.09600000083446503
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2011,percent,0.1899999976158142
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2011,Vehicles,17
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,150
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,160
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,9
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.10999999940395355
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.09700000286102295
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.09700000286102295
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.10999999940395355
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,10
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,170
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,180
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,10
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.09799999743700027
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.09700000286102295
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.11999999731779099
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.5299999713897705
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,47
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,230
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,240
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,15
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.18000000715255737
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.11999999731779099
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.15000000596046448
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.41999998688697815
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,41
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,280
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,330
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,41
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.3799999952316284
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.17000000178813934
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.3499999940395355
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,2.299999952316284
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,280
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,700
New Zealand,Historical,EV stock,2 and 3 wheelers,PHEV,2019,Vehicles,1
New Zealand,Historical,EV stock,2 and 3 wheelers,PHEV,2020,Vehicles,1
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1000
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,340
New Zealand,Historical,EV sales,2 and 3 wheelers,PHEV,2020,Vehicles,1
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,3
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.49000000953674316
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.7400000095367432
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,4.300000190734863
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,600
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,1600
New Zealand,Historical,EV sales,2 and 3 wheelers,FCEV,2021,Vehicles,2
New Zealand,Historical,EV stock,2 and 3 wheelers,FCEV,2021,Vehicles,2
New Zealand,Historical,EV stock,2 and 3 wheelers,PHEV,2021,Vehicles,1
New Zealand,Historical,EV stock,2 and 3 wheelers,PHEV,2022,Vehicles,1
New Zealand,Historical,EV stock,2 and 3 wheelers,FCEV,2022,Vehicles,2
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,2200
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,860
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,7.800000190734863
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,1.2999999523162842
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,8
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,760
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,2900
New Zealand,Historical,EV stock,2 and 3 wheelers,FCEV,2023,Vehicles,2
New Zealand,Historical,EV stock,2 and 3 wheelers,PHEV,2023,Vehicles,1
New Zealand,Historical,EV stock,2 and 3 wheelers,PHEV,2024,Vehicles,1
New Zealand,Historical,EV stock,2 and 3 wheelers,FCEV,2024,Vehicles,2
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,2900
New Zealand,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,360
New Zealand,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,3.9000000953674316
New Zealand,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,1.2999999523162842
North America,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.0860000029206276
North America,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.0071000000461936
North America,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,780
North America,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,780
North America,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,1700
North America,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,940
North America,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.014999999664723873
North America,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.10999999940395355
North America,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.10999999940395355
North America,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.02500000037252903
North America,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,1200
